team_won,team_lost,stars_of_tournament,shape,event_name,score,time,team1,team2,target
Zero Tenacity,Lazer Cats,0,bo3,European Pro League 2nd Division Season 7,0 - 2,Results for November 23rd 2023,Lazer Cats,Zero Tenacity,0
Natus Vincere,Ninjas in Pyjamas,1,bo3,BLAST Premier Fall Final 2023,0 - 2,Results for November 23rd 2023,Ninjas in Pyjamas,Natus Vincere,0
Party Astronauts,BOSS,0,bo3,ESL Challenger League Season 46 North America,0 - 2,Results for November 23rd 2023,BOSS,Party Astronauts,0
Mythic,Unjustified,0,bo3,ESL Challenger League Season 46 North America,2 - 1,Results for November 23rd 2023,Mythic,Unjustified,1
Badass,Take Flyte,0,bo3,ESL Challenger League Season 46 North America,2 - 0,Results for November 23rd 2023,Badass,Take Flyte,1
M80,Rocket,0,bo3,ESL Challenger League Season 46 North America,2 - 0,Results for November 23rd 2023,M80,Rocket,1
FLUFFY AIMERS,Rocket,0,bo3,ESL Challenger League Season 46 North America,0 - 2,Results for November 23rd 2023,Rocket,FLUFFY AIMERS,0
PERA,B8,0,bo3,ESL Challenger League Season 46 Europe,2 - 0,Results for November 22nd 2023,PERA,B8,1
Kappa Bar,Lilmix,0,bo3,Svenska Elitserien Fall 2023,2 - 1,Results for November 22nd 2023,Kappa Bar,Lilmix,1
Badass,Kari,0,def,ESL Challenger League Season 46 North America,1 - 0,Results for November 22nd 2023,Badass,Kari,1
Complexity,Astralis,3,bo3,BLAST Premier Fall Final 2023,2 - 0,Results for November 22nd 2023,Complexity,Astralis,1
Guild Eagles,GODSENT,0,bo3,YaLLa Compass Fall 2023,0 - 2,Results for November 22nd 2023,GODSENT,Guild Eagles,0
Vitality,HEROIC,1,bo3,BLAST Premier Fall Final 2023,2 - 0,Results for November 22nd 2023,Vitality,HEROIC,1
9 Pandas,ALTERNATE aTTaX,1,bo3,YaLLa Compass Fall 2023,1 - 2,Results for November 22nd 2023,ALTERNATE aTTaX,9 Pandas,0
Zero Tenacity,JANO,0,bo3,European Pro League 2nd Division Season 7,0 - 2,Results for November 22nd 2023,JANO,Zero Tenacity,0
Cloud9,Natus Vincere,2,bo3,BLAST Premier Fall Final 2023,2 - 1,Results for November 22nd 2023,Cloud9,Natus Vincere,1
sYnck,Lazer Cats,0,bo3,European Pro League 2nd Division Season 7,2 - 1,Results for November 22nd 2023,sYnck,Lazer Cats,1
FaZe,Ninjas in Pyjamas,1,bo3,BLAST Premier Fall Final 2023,2 - 0,Results for November 22nd 2023,FaZe,Ninjas in Pyjamas,1
Rocket,Reason,0,bo3,ESL Challenger League Season 46 North America,1 - 2,Results for November 22nd 2023,Reason,Rocket,0
BOSS,Evil Geniuses,0,bo3,ESL Challenger League Season 46 North America,2 - 1,Results for November 22nd 2023,BOSS,Evil Geniuses,1
Party Astronauts,Mythic,0,bo3,ESL Challenger League Season 46 North America,0 - 2,Results for November 22nd 2023,Mythic,Party Astronauts,0
PERA,Endpoint,0,bo3,LEON TEAMPLAY Season 2,2 - 0,Results for November 22nd 2023,PERA,Endpoint,1
Sangal,B8,0,bo3,ESL Challenger League Season 46 Europe,2 - 1,Results for November 21st 2023,Sangal,B8,1
Take Flyte,Eros,0,def,ESL Challenger League Season 46 North America,1 - 0,Results for November 21st 2023,Take Flyte,Eros,1
Sprout,PERA,0,bo3,ESL Challenger League Season 46 Europe,2 - 0,Results for November 21st 2023,Sprout,PERA,1
Alliance,Lemondogs,0,bo3,Svenska Elitserien Fall 2023,2 - 0,Results for November 21st 2023,Alliance,Lemondogs,1
Spirit,9INE,1,bo3,BetBoom Dacha 2023 Closed Qualifier,2 - 1,Results for November 21st 2023,Spirit,9INE,1
Endpoint,paiN,0,bo3,LEON TEAMPLAY Season 2,2 - 0,Results for November 21st 2023,Endpoint,paiN,1
EYEBALLERS,00NATION,0,bo3,YaLLa Compass Fall 2023,2 - 0,Results for November 21st 2023,EYEBALLERS,00NATION,1
PERA,GODSENT,0,bo3,LEON TEAMPLAY Season 2,0 - 2,Results for November 21st 2023,GODSENT,PERA,0
Zero Tenacity,Pompa,0,bo3,European Pro League 2nd Division Season 7,2 - 1,Results for November 21st 2023,Zero Tenacity,Pompa,1
FORZE,Anonymo,0,bo3,YaLLa Compass Fall 2023,2 - 0,Results for November 21st 2023,FORZE,Anonymo,1
Grayhound,VERTEX,0,bo3,ESL Australia & NZ Championship Season 17,2 - 0,Results for November 21st 2023,Grayhound,VERTEX,1
JANO,ex-RAPTORS EC,0,bo3,European Pro League 2nd Division Season 7,0 - 2,Results for November 21st 2023,ex-RAPTORS EC,JANO,0
VERTEX,Rooster,0,bo3,ESL Australia & NZ Championship Season 17,1 - 2,Results for November 21st 2023,Rooster,VERTEX,0
BOSS,Rocket,0,bo3,ESL Challenger League Season 46 North America,0 - 2,Results for November 21st 2023,Rocket,BOSS,0
Party Astronauts,Eros,0,def,ESL Challenger League Season 46 North America,1 - 0,Results for November 21st 2023,Party Astronauts,Eros,1
paiN,Entropiq,0,bo3,LEON TEAMPLAY Season 2,2 - 0,Results for November 21st 2023,paiN,Entropiq,1
RED Canids,Sharks,0,bo3,EPL World Series Americas Season 4,0 - 2,Results for November 20th 2023,Sharks,RED Canids,0
MIBR,Aurora,1,bo3,BetBoom Dacha 2023 Closed Qualifier,0 - 2,Results for November 20th 2023,Aurora,MIBR,0
9 Pandas,Eternal Fire,1,bo5,PARI Please 2023,3 - 0,Results for November 20th 2023,9 Pandas,Eternal Fire,1
PERA,Espionage,0,bo3,LEON TEAMPLAY Season 2,2 - 1,Results for November 20th 2023,PERA,Espionage,1
Alliance,IKLA,0,bo3,YaLLa Compass Fall 2023,2 - 1,Results for November 20th 2023,Alliance,IKLA,1
9INE,Apeks,1,bo3,BetBoom Dacha 2023 Closed Qualifier,0 - 2,Results for November 20th 2023,Apeks,9INE,0
Team mopoz,Team neaLaN,0,cch,Showmatch CS,10 - 13,Results for November 20th 2023,Team neaLaN,Team mopoz,0
MIBR,BIG,1,bo3,BetBoom Dacha 2023 Closed Qualifier,1 - 2,Results for November 20th 2023,BIG,MIBR,0
Sprout,Entropiq,0,bo3,YaLLa Compass Fall 2023,2 - 0,Results for November 20th 2023,Sprout,Entropiq,1
Lazer Cats,ex-RAPTORS EC,0,bo3,European Pro League 2nd Division Season 7,2 - 0,Results for November 20th 2023,Lazer Cats,ex-RAPTORS EC,1
VERTEX,Vantage,0,bo3,ESL Australia & NZ Championship Season 17,2 - 0,Results for November 20th 2023,VERTEX,Vantage,1
sYnck,Zero Tenacity,0,bo3,European Pro League 2nd Division Season 7,2 - 1,Results for November 20th 2023,sYnck,Zero Tenacity,1
Grayhound,Rooster,0,bo3,ESL Australia & NZ Championship Season 17,2 - 1,Results for November 20th 2023,Grayhound,Rooster,1
M80,BOSS,0,bo3,ESL Challenger League Season 46 North America,1 - 2,Results for November 20th 2023,BOSS,M80,0
DUSTY,SAGA,0,bo3,Pelaajat Series Spring 2024 Iceland Qualifier,2 - 1,Results for November 20th 2023,DUSTY,SAGA,1
Preasy,paiN,0,bo3,CCT 2023 Online Finals 4,2 - 1,Results for November 19th 2023,Preasy,paiN,1
The Witchers,GenOne,0,bo3,ESEA Autumn 2023 Cash Cup 5 Europe,2 - 0,Results for November 19th 2023,The Witchers,GenOne,1
RED Canids,W7M,0,bo3,EPL World Series Americas Season 4,2 - 0,Results for November 19th 2023,RED Canids,W7M,1
Eternal Fire,MIBR,1,bo3,PARI Please 2023,2 - 0,Results for November 19th 2023,Eternal Fire,MIBR,1
ThunderFlash,Illuminar,0,bo3,Polish Esport League 2023 Split 4,0 - 2,Results for November 19th 2023,Illuminar,ThunderFlash,0
